zone,geometry,animal_score,human_score,contains_cluster,nearest_cluster,cluster_score
17,"POLYGON ((358642.9875831231 167250.86867560947, 358631.9529362602 167178.6856366633, 358564.43010967603 167157.74811246904, 358507.94187767524 167208.99425669742, 358518.9770285254 167281.17761132494, 358586.4999073822 167302.11450604064, 358642.9875831231 167250.86867560947))",0.3459351055805489,0.5850373741970313,0.0,13.0,0.6344971440978423
18,"POLYGON ((358518.9770285254 167281.17761132494, 358507.94187767524 167208.99425669742, 358440.41808168124 167188.05675620446, 358383.92938426614 167239.30323982827, 358394.9650391223 167311.48691013502, 358462.4888873814 167332.42378113593, 358518.9770285254 167281.17761132494))",0.3563256253994853,0.5613183940421522,0.0,13.0,0.6344971440978423
19,"POLYGON ((358721.5437785481 167343.98771341663, 358710.5094925737 167271.8055940364, 358642.9875831231 167250.86867560947, 358586.4999073822 167302.11450604064, 358597.5346973516 167374.2969410824, 358665.0566590597 167395.23323002865, 358721.5437785481 167343.98771341663))",0.3276917272709092,0.6065663437826136,0.0,13.0,0.6344971440978423
20,"POLYGON ((358080.7156903164 166938.9931694594, 358148.24320707197 166959.9324636436, 358204.73357335024 166908.68503869965, 358193.69697917486 166836.49800583307, 358150.7119904774 166823.16845578636, 358070.2933443698 166870.8265128004, 358080.7156903164 166938.9931694594))",0.40073832802639575,0.4997386654423258,0.0,13.0,0.6344971440978423
21,"POLYGON ((358283.2963540629 167001.81046989147, 358272.26012068865 166929.6243565689, 358204.73357335024 166908.68503869965, 358148.24320707197 166959.9324636436, 358159.27994443197 167032.11889270414, 358226.80654407956 167053.05758107995, 358283.2963540629 167001.81046989147))",0.3766374288399083,0.5203903409322391,0.0,13.0,0.6344971440978423
22,"POLYGON ((358361.85785685026 167094.93437572737, 358350.82198429835 167022.74918195867, 358283.2963540629 167001.81046989147, 358226.80654407956 167053.05758107995, 358237.84292062477 167125.24309056468, 358305.36860315525 167146.181173142, 358361.85785685026 167094.93437572737))",0.36389738942478494,0.5388122686177388,0.0,13.0,0.6344971440978423
23,"POLYGON ((358237.84292062477 167125.24309056468, 358226.80654407956 167053.05758107995, 358159.27994443197 167032.11889270414, 358102.78966903896 167083.36634331214, 358113.826549598 167155.55216851638, 358181.3532015312 167176.49022738886, 358237.84292062477 167125.24309056468))",0.3605577742638082,0.5400157498243592,0.0,13.0,0.6344971440978423
24,"POLYGON ((358440.41808168124 167188.05675620446, 358429.38256996975 167115.87248200108, 358361.85785685026 167094.93437572737, 358305.36860315525 167146.181173142, 358316.40461886616 167218.3657630423, 358383.92938426614 167239.30323982827, 358440.41808168124 167188.05675620446))",0.3515481918694005,0.5523636903129342,0.0,13.0,0.6344971440978423
25,"POLYGON ((358316.40461886616 167218.3657630423, 358305.36860315525 167146.181173142, 358237.84292062477 167125.24309056468, 358181.3532015312 167176.49022738886, 358192.3897212626 167248.67513298825, 358259.9154560619 167269.61258606432, 358316.40461886616 167218.3657630423))",0.3477175207849889,0.5616388510241331,0.0,13.0,0.6344971440978423
26,"POLYGON ((358192.3897212626 167248.67513298825, 358181.3532015312 167176.49022738886, 358113.826549598 167155.55216851638, 358057.33636512875 167206.79964474944, 358068.3733888999 167278.98486604716, 358135.9000930945 167299.92229540995, 358192.3897212626 167248.67513298825))",0.345567505112987,0.5532317048618347,0.0,13.0,0.6344971440978423
27,"POLYGON ((358394.9650391223 167311.48691013502, 358383.92938426614 167239.30323982827, 358316.40461886616 167218.3657630423, 358259.9154560619 167269.61258606432, 358270.9516149448 167341.7965720503, 358338.47643260006 167362.73341933364, 358394.9650391223 167311.48691013502))",0.3352255365163944,0.5986062094379864,0.0,13.0,0.6344971440978423
28,"POLYGON ((358270.9516149448 167341.7965720503, 358259.9154560619 167269.61258606432, 358192.3897212626 167248.67513298825, 358135.9000930945 167299.92229540995, 358146.9367560242 167372.10659707373, 358214.4625430693 167393.04342063586, 358270.9516149448 167341.7965720503))",0.33815197454869106,0.5976652968007181,0.0,13.0,0.6344971440978423
29,"POLYGON ((358349.51223061583 167434.91648569558, 358338.47643260006 167362.73341933364, 358270.9516149448 167341.7965720503, 358214.4625430693 167393.04342063586, 358225.4988451385 167465.22680265724, 358293.0237150244 167486.16302043153, 358349.51223061583 167434.91648569558))",0.3430965759683517,0.6065663437826136,0.0,13.0,0.6344971440978423
30,"POLYGON ((358891.0043877806 167190.25189345673, 358879.97074883373 167118.06948587392, 358812.4498610868 167097.13191428123, 358755.9625599899 167148.37737972446, 358766.9967028854 167220.56010298862, 358834.51764292375 167241.49704512325, 358891.0043877806 167190.25189345673))",0.3551711370796808,0.4898810348921889,0.0,13.0,0.6344971440978423
31,"POLYGON ((358766.9967028854 167220.56010298862, 358755.9625599899 167148.37737972446, 358688.4407028228 167127.43983182817, 358631.9529362602 167178.6856366633, 358642.9875831231 167250.86867560947, 358710.5094925737 167271.8055940364, 358766.9967028854 167220.56010298862))",0.3476833811140527,0.5245008284330624,0.0,13.0,0.6344971440978423
32,"POLYGON ((358969.5576364479 167283.3703473513, 358958.52435840125 167211.1888592955, 358891.0043877806 167190.25189345673, 358834.51764292375 167241.49704512325, 358845.55142492405 167313.6788488406, 358913.07144782174 167334.61518522346, 358969.5576364479 167283.3703473513))",0.3434628508958887,0.49242668055423,0.0,13.0,0.6344971440978423
33,"POLYGON ((358845.55142492405 167313.6788488406, 358834.51764292375 167241.49704512325, 358766.9967028854 167220.56010298862, 358710.5094925737 167271.8055940364, 358721.5437785481 167343.98771341663, 358789.06477085344 167364.92402608332, 358845.55142492405 167313.6788488406))",0.33443082134893565,0.5333521439148468,0.0,13.0,0.6344971440978423
34,"POLYGON ((359048.1096070559 167376.48727595864, 359037.0766899315 167304.30670744542, 358969.5576364479 167283.3703473513, 358913.07144782174 167334.61518522346, 358924.10486890655 167406.79606938333, 358991.6239746516 167427.73180002085, 359048.1096070559 167376.48727595864))",0.3481780175014149,0.519675169450774,0.0,13.0,0.6344971440978423
35,"POLYGON ((358924.10486890655 167406.79606938333, 358913.07144782174 167334.61518522346, 358845.55142492405 167313.6788488406, 358789.06477085344 167364.92402608332, 358800.0986959204 167437.10522588558, 358867.6187710689 167458.0409327963, 358924.10486890655 167406.79606938333))",0.32240407265431714,0.5955807002317696,0.0,13.0,0.6344971440978423
36,"POLYGON ((358800.0986959204 167437.10522588558, 358789.06477085344 167364.92402608332, 358721.5437785481 167343.98771341663, 358665.0566590597 167395.23323002865, 358676.0910881276 167467.4147454733, 358743.6121326758 167488.35042866075, 358800.0986959204 167437.10522588558))",0.3138823742481324,0.6031081928748027,0.0,13.0,0.6344971440978423
37,"POLYGON ((359002.6570348028 167499.91176460905, 358991.6239746516 167427.73180002085, 358924.10486890655 167406.79606938333, 358867.6187710689 167458.0409327963, 358878.6523352087 167530.22121301136, 358946.1714931909 167551.15631418233, 359002.6570348028 167499.91176460905))",0.31176246273130304,0.6065663437826136,0.0,13.0,0.6344971440978423
38,"POLYGON ((358878.6523352087 167530.22121301136, 358867.6187710689 167458.0409327963, 358800.0986959204 167437.10522588558, 358743.6121326758 167488.35042866075, 358754.64620082197 167560.53102449764, 358822.16632820014 167581.46610193333, 358878.6523352087 167530.22121301136))",0.3013965272250274,0.5929268108988441,0.0,13.0,0.6344971440978423
39,"POLYGON ((358957.20469638327 167623.33567479678, 358946.1714931909 167551.15631418233, 358878.6523352087 167530.22121301136, 358822.16632820014 167581.46610193333, 358833.20003540616 167653.64577815263, 358900.7192456003 167674.58024984575, 358957.20469638327 167623.33567479678))",0.2906210940147305,0.617235351590384,0.0,13.0,0.6344971440978423
40,"POLYGON ((358597.5346973516 167374.2969410824, 358586.4999073822 167302.11450604064, 358518.9770285254 167281.17761132494, 358462.4888873814 167332.42378113593, 358473.52418136323 167404.60653184133, 358541.0471124695 167425.5427970629, 358597.5346973516 167374.2969410824))",0.34841240298783605,0.5993251089870004,0.0,13.0,0.6344971440978423
41,"POLYGON ((358473.52418136323 167404.60653184133, 358462.4888873814 167332.42378113593, 358394.9650391223 167311.48691013502, 358338.47643260006 167362.73341933364, 358349.51223061583 167434.91648569558, 358417.03613111447 167455.8527271974, 358473.52418136323 167404.60653184133))",0.3510447059064067,0.5970096803625521,0.0,13.0,0.6344971440978423
42,"POLYGON ((358676.0910881276 167467.4147454733, 358665.0566590597 167395.23323002865, 358597.5346973516 167374.2969410824, 358541.0471124695 167425.5427970629, 358552.0820455572 167497.72462814994, 358619.6040595004 167518.66028760915, 358676.0910881276 167467.4147454733))",0.322835691969068,0.5983451769953234,0.0,13.0,0.6344971440978423
43,"POLYGON ((358552.0820455572 167497.72462814994, 358541.0471124695 167425.5427970629, 358473.52418136323 167404.60653184133, 358417.03613111447 167455.8527271974, 358428.0715682423 167528.03487392474, 358495.5945515729 167548.97050964937, 358552.0820455572 167497.72462814994))",0.3527656416971878,0.5615530243851228,0.0,13.0,0.6344971440978423
44,"POLYGON ((358754.64620082197 167560.53102449764, 358743.6121326758 167488.35042866075, 358676.0910881276 167467.4147454733, 358619.6040595004 167518.66028760915, 358630.63863167394 167590.84119907004, 358698.1597284422 167611.776252769, 358754.64620082197 167560.53102449764))",0.2936932389142653,0.582840040128035,0.0,13.0,0.6344971440978423
45,"POLYGON ((358630.63863167394 167590.84119907004, 358619.6040595004 167518.66028760915, 358552.0820455572 167497.72462814994, 358495.5945515729 167548.97050964937, 358506.6296277949 167621.1517367321, 358574.15169394657 167642.08676669013, 358630.63863167394 167590.84119907004))",0.31467382172943903,0.5802555800816969,0.0,13.0,0.6344971440978423
46,"POLYGON ((358506.6296277949 167621.1517367321, 358495.5945515729 167548.97050964937, 358428.0715682423 167528.03487392474, 358371.5836089267 167579.2810947884, 358382.6191892152 167651.46263749094, 358450.14222474606 167672.39764370653, 358506.6296277949 167621.1517367321))",0.3364803339175677,0.5955928526411631,0.0,13.0,0.6344971440978423
47,"POLYGON ((358709.19393968093 167683.95624459104, 358698.1597284422 167611.776252769, 358630.63863167394 167590.84119907004, 358574.15169394657 167642.08676669013, 358585.18640924105 167714.26707411843, 358652.7075582017 167735.2014983176, 358709.19393968093 167683.95624459104))",0.2742805997474712,0.6065663437826136,0.0,13.0,0.6344971440978423
48,"POLYGON ((358585.18640924105 167714.26707411843, 358574.15169394657 167642.08676669013, 358506.6296277949 167621.1517367321, 358450.14222474606 167672.39764370653, 358461.177444114 167744.57826673548, 358528.69956245157 167765.51266718586, 358585.18640924105 167714.26707411843))",0.29435741895213496,0.6035816534498141,0.0,13.0,0.6344971440978423
49,"POLYGON ((358663.7419125499 167807.3808860787, 358652.7075582017 167735.2014983176, 358585.18640924105 167714.26707411843, 358528.69956245157 167765.51266718586, 358539.734420879 167837.69237052707, 358607.25562200975 167858.6261652186, 358663.7419125499 167807.3808860787))",0.2579451024681977,0.5840511353933817,0.0,13.0,0.6344971440978423
50,"POLYGON ((358225.4988451385 167465.22680265724, 358214.4625430693 167393.04342063586, 358146.9367560242 167372.10659707373, 358090.44721882103 167423.3537850497, 358101.4840249635 167495.5374827276, 358169.00986423076 167516.4736767694, 358225.4988451385 167465.22680265724))",0.3544234116923888,0.5929935753540672,0.0,13.0,0.6344971440978423
51,"POLYGON ((358428.0715682423 167528.03487392474, 358417.03613111447 167455.8527271974, 358349.51223061583 167434.91648569558, 358293.0237150244 167486.16302043153, 358304.0596562124 167558.3454827984, 358371.5836089267 167579.2810947884, 358428.0715682423 167528.03487392474))",0.35699572697211723,0.5967465299236392,0.0,13.0,0.6344971440978423
52,"POLYGON ((358304.0596562124 167558.3454827984, 358293.0237150244 167486.16302043153, 358225.4988451385 167465.22680265724, 358169.00986423076 167516.4736767694, 358180.04630949954 167588.65645477735, 358247.5712315907 167609.59204302775, 358304.0596562124 167558.3454827984))",0.3387155294603649,0.5934668032032308,0.0,13.0,0.6344971440978423
53,"POLYGON ((358180.04630949954 167588.65645477735, 358169.00986423076 167516.4736767694, 358101.4840249635 167495.5374827276, 358044.9945787628 167546.78469622106, 358056.03152813204 167618.96778986568, 358123.5574195959 167639.90335437586, 358180.04630949954 167588.65645477735))",0.3106918656854349,0.5607604643608715,0.0,13.0,0.6344971440978423
54,"POLYGON ((358382.6191892152 167651.46263749094, 358371.5836089267 167579.2810947884, 358304.0596562124 167558.3454827984, 358247.5712315907 167609.59204302775, 358258.60731596634 167681.77390135213, 358326.1313208703 167702.7088838204, 358382.6191892152 167651.46263749094))",0.32370321309855604,0.5988402887050797,0.0,13.0,0.6344971440978423
55,"POLYGON ((358258.60731596634 167681.77390135213, 358247.5712315907 167609.59204302775, 358180.04630949954 167588.65645477735, 358123.5574195959 167639.90335437586, 358134.5940080776 167712.0855283179, 358202.118982351 167733.02048703947, 358258.60731596634 167681.77390135213))",0.2995444129856987,0.5619117546441745,0.0,13.0,0.6344971440978423
56,"POLYGON ((358461.177444114 167744.57826673548, 358450.14222474606 167672.39764370653, 358382.6191892152 167651.46263749094, 358326.1313208703 167702.7088838204, 358337.16704433307 167774.8898224528, 358404.69013203913 167795.8241991466, 358461.177444114 167744.57826673548))",0.3090973185354935,0.6065663437826136,0.0,13.0,0.6344971440978423
57,"POLYGON ((358337.16704433307 167774.8898224528, 358326.1313208703 167702.7088838204, 358258.60731596634 167681.77390135213, 358202.118982351 167733.02048703947, 358213.1552099266 167805.20174126967, 358280.6792669973 167826.13609420904, 358337.16704433307 167774.8898224528))",0.2809033264801113,0.5971383623497254,0.0,13.0,0.6344971440978423
58,"POLYGON ((358213.1552099266 167805.20174126967, 358202.118982351 167733.02048703947, 358134.5940080776 167712.0855283179, 358078.10520921776 167763.3324533659, 358089.14194092725 167835.51402319391, 358156.66696735675 167856.4483523732, 358213.1552099266 167805.20174126967))",0.2847848310512224,0.5592035323148759,0.0,13.0,0.6344971440978423
59,"POLYGON ((358415.7254945681 167868.00421807286, 358404.69013203913 167795.8241991466, 358337.16704433307 167774.8898224528, 358280.6792669973 167826.13609420904, 358291.7151336469 167898.31642871542, 358359.23827350425 167919.25017588114, 358415.7254945681 167868.00421807286))",0.2801697561727736,0.5966608300870738,0.0,13.0,0.6344971440978423
60,"POLYGON ((358833.20003540616 167653.64577815263, 358822.16632820014 167581.46610193333, 358754.64620082197 167560.53102449764, 358698.1597284422 167611.776252769, 358709.19393968093 167683.95624459104, 358776.714119262 167704.890692539, 358833.20003540616 167653.64577815263))",0.2804992321178232,0.6039834751956646,0.0,13.0,0.6344971440978423
61,"POLYGON ((359035.75577940984 167716.44861123688, 359024.7229371858 167644.27017023158, 358957.20469638327 167623.33567479678, 358900.7192456003 167674.58024984575, 358911.75259184605 167746.7590064368, 358979.2708848458 167767.6928723916, 359035.75577940984 167716.44861123688))",0.2924497277414082,0.5364496672912883,0.0,13.0,0.6344971440978423
62,"POLYGON ((358911.75259184605 167746.7590064368, 358900.7192456003 167674.58024984575, 358833.20003540616 167653.64577815263, 358776.714119262 167704.890692539, 358787.7479695486 167777.06976471504, 358855.26723193127 167798.00360692042, 358911.75259184605 167746.7590064368))",0.26947998718892063,0.5496554298170421,0.0,13.0,0.6344971440978423
63,"POLYGON ((358787.7479695486 167777.06976471504, 358776.714119262 167704.890692539, 358709.19393968093 167683.95624459104, 358652.7075582017 167735.2014983176, 358663.7419125499 167807.3808860787, 358731.262144309 167828.3147045254, 358787.7479695486 167777.06976471504))",0.2599153297114367,0.6218703287246821,0.0,13.0,0.6344971440978423
64,"POLYGON ((358990.30387011066 167839.8707093459, 358979.2708848458 167767.6928723916, 358911.75259184605 167746.7590064368, 358855.26723193127 167798.00360692042, 358866.30072124465 167870.18175944133, 358933.81906641845 167891.1149959084, 358990.30387011066 167839.8707093459))",0.26052585199367195,0.5444643607383897,0.0,13.0,0.6344971440978423
65,"POLYGON ((358866.30072124465 167870.18175944133, 358855.26723193127 167798.00360692042, 358787.7479695486 167777.06976471504, 358731.262144309 167828.3147045254, 358742.2961376901 167900.49317261082, 358809.81545223674 167921.4263853178, 358866.30072124465 167870.18175944133))",0.2483391651348955,0.6173110227337343,0.0,13.0,0.6344971440978423
66,"POLYGON ((358944.85219473805 167963.29222875927, 358933.81906641845 167891.1149959084, 358866.30072124465 167870.18175944133, 358809.81545223674 167921.4263853178, 358820.8490846301 167993.60393371334, 358888.3674819522 168014.53654068348, 358944.85219473805 167963.29222875927))",0.2407462802632006,0.5262377219908073,0.0,13.0,0.6344971440978423
67,"POLYGON ((358820.8490846301 167993.60393371334, 358809.81545223674 167921.4263853178, 358742.2961376901 167900.49317261082, 358685.81040339236 167951.73813780694, 358696.84453988174 168023.91600174934, 358764.36390656786 168044.848584948, 358820.8490846301 167993.60393371334))",0.22719865562382965,0.5942561182867392,0.0,13.0,0.6344971440978423
68,"POLYGON ((359023.40238999703 168056.40117267455, 359012.36962269136 167984.22485950222, 358944.85219473805 167963.29222875927, 358888.3674819522 168014.53654068348, 358899.4007533409 168086.71316938422, 358966.9182334264 168107.6451706281, 359023.40238999703 168056.40117267455))",0.2427934166345423,0.4910327190963937,0.0,13.0,0.6344971440978423
69,"POLYGON ((358899.4007533409 168086.71316938422, 358888.3674819522 168014.53654068348, 358820.8490846301 167993.60393371334, 358764.36390656786 168044.848584948, 358775.39768205624 168117.0255291729, 358842.91613150213 168137.95750663755, 358899.4007533409 168086.71316938422))",0.2258051738363629,0.5328195118734222,0.0,13.0,0.6344971440978423
70,"POLYGON ((358539.734420879 167837.69237052707, 358528.69956245157 167765.51266718586, 358461.177444114 167744.57826673548, 358404.69013203913 167795.8241991466, 358415.7254945681 167868.00421807286, 358483.247665065 167888.9379890015, 358539.734420879 167837.69237052707))",0.2924968862201773,0.5957120510924034,0.0,13.0,0.6344971440978423
71,"POLYGON ((358742.2961376901 167900.49317261082, 358731.262144309 167828.3147045254, 358663.7419125499 167807.3808860787, 358607.25562200975 167858.6261652186, 358618.2901194783 167930.80494886712, 358685.81040339236 167951.73813780694, 358742.2961376901 167900.49317261082))",0.2408918604407529,0.5799399459868683,0.0,13.0,0.6344971440978423
72,"POLYGON ((358618.2901194783 167930.80494886712, 358607.25562200975 167858.6261652186, 358539.734420879 167837.69237052707, 358483.247665065 167888.9379890015, 358494.2826666408 167961.11708821455, 358561.80391991744 167982.05025338504, 358618.2901194783 167930.80494886712))",0.2662168948655305,0.5512801042254311,0.0,13.0,0.6344971440978423
73,"POLYGON ((358494.2826666408 167961.11708821455, 358483.247665065 167888.9379890015, 358415.7254945681 167868.00421807286, 358359.23827350425 167919.25017588114, 358370.2737792072 167991.4295906523, 358437.79600184166 168012.3627320535, 358494.2826666408 167961.11708821455))",0.2815737113525352,0.5593951085303094,0.0,13.0,0.6344971440978423
74,"POLYGON ((358696.84453988174 168023.91600174934, 358685.81040339236 167951.73813780694, 358618.2901194783 167930.80494886712, 358561.80391991744 167982.05025338504, 358572.83856051974 168054.22843287, 358640.3588965634 168075.16099229228, 358696.84453988174 168023.91600174934))",0.22714823844138946,0.5787724864378254,0.0,13.0,0.6344971440978423
75,"POLYGON ((358572.83856051974 168054.22843287, 358561.80391991744 167982.05025338504, 358494.2826666408 167961.11708821455, 358437.79600184166 168012.3627320535, 358448.831146577 168084.54122708313, 358516.3524519744 168105.47376272694, 358572.83856051974 168054.22843287))",0.26375638529988715,0.5519174390525999,0.0,13.0,0.6344971440978423
76,"POLYGON ((358651.39317617443 168147.33825204347, 358640.3588965634 168075.16099229228, 358572.83856051974 168054.22843287, 358516.3524519744 168105.47376272694, 358527.387235725 168177.65133800014, 358594.9076238755 168198.58326789434, 358651.39317617443 168147.33825204347))",0.2242804494642992,0.5923824777369604,0.0,13.0,0.6344971440978423
77,"POLYGON ((358527.387235725 168177.65133800014, 358516.3524519744 168105.47376272694, 358448.831146577 168084.54122708313, 358392.34457282984 168135.78689624986, 358403.37986074144 168207.96478705003, 358470.90121823514 168228.8966931551, 358527.387235725 168177.65133800014))",0.25440295866359713,0.547733138822314,0.0,13.0,0.6344971440978423
78,"POLYGON ((358729.9465135728 168240.4465457286, 358718.9125949752 168168.27020572394, 358651.39317617443 168147.33825204347, 358594.9076238755 168198.58326789434, 358605.9420466213 168270.75992340402, 358673.46151751216 168291.6912475578, 358729.9465135728 168240.4465457286))",0.2226137784573788,0.6050473884082163,0.0,13.0,0.6344971440978423
79,"POLYGON ((358605.9420466213 168270.75992340402, 358594.9076238755 168198.58326789434, 358527.387235725 168177.65133800014, 358470.90121823514 168228.8966931551, 358481.9361451478 168301.07366416772, 358549.4565853786 168322.00496452244, 358605.9420466213 168270.75992340402))",0.2265838205485693,0.5596588855990435,0.0,13.0,0.6344971440978423
80,"POLYGON ((358291.7151336469 167898.31642871542, 358280.6792669973 167826.13609420904, 358213.1552099266 167805.20174126967, 358156.66696735675 167856.4483523732, 358167.7033381472 167928.62900246034, 358235.22744735976 167949.56272586103, 358291.7151336469 167898.31642871542))",0.26996333298541164,0.5588292939588948,0.0,13.0,0.6344971440978423
81,"POLYGON ((358370.2737792072 167991.4295906523, 358359.23827350425 167919.25017588114, 358291.7151336469 167898.31642871542, 358235.22744735976 167949.56272586103, 358246.2634572092 168021.7424561946, 358313.78664919396 168042.67557382083, 358370.2737792072 167991.4295906523))",0.2566371214712402,0.5504191928883906,0.0,13.0,0.6344971440978423
82,"POLYGON ((358246.2634572092 168021.7424561946, 358235.22744735976 167949.56272586103, 358167.7033381472 167928.62900246034, 358111.21518666006 167979.87563894613, 358122.2517006777 168052.0556848407, 358189.77586200787 168072.98877868842, 358246.2634572092 168021.7424561946))",0.26408267034426186,0.5545247140687797,0.0,13.0,0.6344971440978423
83,"POLYGON ((358448.831146577 168084.54122708313, 358437.79600184166 168012.3627320535, 358370.2737792072 167991.4295906523, 358313.78664919396 168042.67557382083, 358324.82229808415 168114.85438438947, 358392.34457282984 168135.78689624986, 358448.831146577 168084.54122708313))",0.2587481898686472,0.53666316327945,0.0,13.0,0.6344971440978423
